index,Municipio,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educação_2010,nome_municipio,UF,Municipio_mapa,nome_unico,Pop_2018,Area,pop_por_area
2527,Perolândia (GO),676,691,832,538,Perolândia,GO,PEROLANDIA GO,Perolândia GO,3116,1029.624,3.0263474821876724
574,Peruíbe (SP),749,730,854,675,Peruíbe,SP,PERUIBE SP,Peruíbe SP,67548,326.216,207.06525737548128
2987,Pescador (MG),656,615,831,552,Pescador,MG,PESCADOR MG,Pescador MG,4246,317.463,13.374786983049992
3908,Pesqueira (PE),610,597,751,506,Pesqueira,PE,PESQUEIRA PE,Pesqueira PE,67047,980.875,68.35427551930674
1563,Petrolina de Goiás (GO),712,674,834,643,Petrolina de Goiás,GO,PETROLINA DE GOIAS GO,Petrolina de Goiás GO,10301,531.3,19.388292866553737
3645,Petrolândia (PE),623,604,755,531,Petrolândia,PE,PETROLANDIA PE,Petrolândia PE,36187,1056.595,34.24869510077182
1444,Petrolândia (SC),716,740,802,618,Petrolândia,SC,PETROLANDIA SC,Petrolândia SC,5971,305.859,19.52206735783482
659,Petrópolis (RJ),745,763,847,639,Petrópolis,RJ,PETROPOLIS RJ,Petrópolis RJ,318158,901.868,352.7766812881708
3537,Peçanha (MG),627,630,787,497,Peçanha,MG,PECANHA MG,Peçanha MG,17545,996.646,17.604043963453424
968,Piacatu (SP),732,681,843,684,Piacatu,SP,PIACATU SP,Piacatu SP,5922,232.488,25.47228244038402
3680,Piancó (PB),621,593,736,550,Piancó,PB,PIANCO PB,Piancó PB,16038,564.735,28.399160668278043
4837,Piatã (BA),571,543,769,447,Piatã,BA,PIATA BA,Piata BA,17269,1825.857,9.458024368830635
3514,Piau (MG),629,647,824,467,Piau,MG,PIAU MG,Piau MG,2763,192.196,14.375949551499511
4803,Piaçabuçu (AL),572,538,727,479,Piaçabuçu,AL,PIACABUCU AL,Piaçabuçu AL,17805,241.125,73.84136858475894
1979,Picos (PI),698,684,800,621,Picos,PI,PICOS PI,Picos PI,83426,1018.64,81.89939527212755
3972,Picuí (PB),608,596,745,506,Picuí,PB,PICUI PB,Picuí PB,18706,661.657,28.27144577930861
1433,Piedade (SP),716,694,848,624,Piedade,SP,PIEDADE SP,Piedade SP,55149,746.868,73.84035733221934
3880,Piedade de Caratinga (MG),612,621,773,477,Piedade de Caratinga,MG,PIEDADE DE CARATINGA MG,Piedade de Caratinga MG,8426,109.345,77.05885042754585
3312,Piedade de Ponte Nova (MG),639,616,802,528,Piedade de Ponte Nova,MG,PIEDADE DE PONTE NOVA MG,Piedade de Ponte Nova MG,4140,83.733,49.44287198595536
2501,Piedade do Rio Grande (MG),678,640,820,593,Piedade do Rio Grande,MG,PIEDADE DO RIO GRANDE MG,Piedade do Rio Grande MG,4528,322.814,14.026653119133618
3562,Piedade dos Gerais (MG),626,645,840,453,Piedade dos Gerais,MG,PIEDADE DOS GERAIS MG,Piedade dos Gerais MG,4955,259.638,19.084263474529923
5509,Pilão Arcado (BA),506,514,737,343,Pilão Arcado,BA,PILAO ARCADO BA,Pilao Arcado BA,34486,11626.637,2.966119953689102
3924,Pilar (AL),610,578,771,509,Pilar,AL,PILAR AL,Pilar AL,35008,251.066,139.43743876112256
4659,Pilar (PB),579,544,775,461,Pilar,PB,PILAR PB,Pilar PB,11855,101.999,116.22662967283992
2353,Pilar de Goiás (GO),684,654,816,600,Pilar de Goiás,GO,PILAR DE GOIAS GO,Pilar de Goiás GO,2314,906.644,2.5522696890951684
2186,Pilar do Sul (SP),690,674,820,594,Pilar do Sul,SP,PILAR DO SUL SP,Pilar do Sul SP,28963,681.248,42.514620226408
5054,Pilões (PB),560,559,767,409,Pilões,PB,PILOES PB,Pilões PB,6680,64.446,103.65267045278216
3826,Pilões (RN),614,566,777,527,Pilões,RN,PILOES RN,Pilões RN,3806,82.69,46.02733099528359
1610,Pimenta Bueno (RO),710,726,803,613,Pimenta Bueno,RO,PIMENTA BUENO RO,Pimenta Bueno RO,36434,6240.94,5.837902623643234
2287,Pimenta (MG),686,697,832,556,Pimenta,MG,PIMENTA MG,Pimenta MG,8631,414.969,20.7991440324458
4926,Pimenteiras (PI),566,553,774,423,Pimenteiras,PI,PIMENTEIRAS PI,Pimenteiras PI,12115,4562.9,2.655109689013566
2798,Pimenteiras do Oeste (RO),665,662,816,545,Pimenteiras do Oeste,RO,PIMENTEIRAS DO OESTE RO,Pimenteiras do Oeste RO,2191,6014.733,0.3642721962886798
3441,Pindaré-Mirim (MA),633,568,755,592,Pindaré-Mirim,MA,PINDARE-MIRIM MA,Pindaré-Mirim MA,32815,273.526,119.97031360821276
4088,Pindaí (BA),603,566,777,498,Pindaí,BA,PINDAI BA,Pindaí BA,16234,628.468,25.83106856673689
4778,Pindoba (AL),574,579,703,465,Pindoba,AL,PINDOBA AL,Pindoba AL,2911,117.086,24.8620671984695
4713,Pindobaçu (BA),577,527,757,482,Pindobaçu,BA,PINDOBACU BA,Pindobaçu BA,20204,495.845,40.74660428157993
4036,Pindorama do Tocantins (TO),605,579,733,521,Pindorama do Tocantins,TO,PINDORAMA DO TOCANTINS TO,Pindorama do Tocantins TO,4464,1559.086,2.8632160124585813
3389,Pindoretama (CE),636,581,754,588,Pindoretama,CE,PINDORETAMA CE,Pindoretama CE,20748,75.14,276.12456747404843
2480,Pinhal Grande (RS),678,672,804,577,Pinhal Grande,RS,PINHAL GRANDE RS,Pinhal Grande RS,4372,478.11,9.144339168810523
1305,Pinhal (RS),720,701,852,624,Pinhal,RS,PINHAL RS,Pinhal RS,2577,68.222,37.77373867667322
3120,Pinhal da Serra (RS),650,641,835,513,Pinhal da Serra,RS,PINHAL DA SERRA RS,Pinhal da Serra RS,1965,438.11,4.485174956061263
2075,Pinhal de São Bento (PR),695,669,801,626,Pinhal de São Bento,PR,PINHAL DE SAO BENTO PR,Pinhal de Sao Bento PR,2725,97.463,27.95932815529996
1998,Pinhalão (PR),697,679,828,601,Pinhalão,PR,PINHALAO PR,Pinhalao PR,6327,220.625,28.677620396600567
110,Pinhalzinho (SC),783,758,886,716,Pinhalzinho,SC,PINHALZINHO SC,Pinhalzinho SC,19906,128.687,154.68539945759866
1156,Pinhalzinho (SP),725,707,808,666,Pinhalzinho,SP,PINHALZINHO SP,Pinhalzinho SP,15021,154.53,97.20442632498543
3037,Pinhão (PR),654,649,806,534,Pinhão,PR,PINHAO PR,Pinhao PR,32219,2001.588,16.09671920495127
4570,Pinhão (SE),583,580,711,480,Pinhão,SE,PINHAO SE,Pinhao SE,6523,156.33,41.725836371777646
1635,Pinheirinho do Vale (RS),710,713,828,607,Pinheirinho do Vale,RS,PINHEIRINHO DO VALE RS,Pinheirinho do Vale RS,4842,105.535,45.88051357369593
3357,Pinheiro (MA),637,579,771,579,Pinheiro,MA,PINHEIRO MA,Pinheiro MA,82990,1512.966,54.85252147107074
2895,Pinheiro Machado (RS),661,685,846,499,Pinheiro Machado,RS,PINHEIRO MACHADO RS,Pinheiro Machado RS,12351,2248.221,5.493677000615153
165,Pinheiro Preto (SC),777,762,866,712,Pinheiro Preto,SC,PINHEIRO PRETO SC,Pinheiro Preto SC,3513,61.147,57.451714720264285
2597,Pinheiros (ES),673,668,816,558,Pinheiros,ES,PINHEIROS ES,Pinheiros ES,26763,973.136,27.501808585850284
3870,Pintadas (BA),612,572,765,525,Pintadas,BA,PINTADAS BA,Pintadas BA,10482,647.144,16.197322388834632
4297,Pintópolis (MG),594,560,799,469,Pintópolis,MG,PINTOPOLIS MG,Pintópolis MG,7490,1228.736,6.095695088285848
1591,Piquerobi (SP),711,669,836,644,Piquerobi,SP,PIQUEROBI SP,Piquerobi SP,3685,482.769,7.63305017513552
4152,Piquet Carneiro (CE),600,530,779,523,Piquet Carneiro,CE,PIQUET CARNEIRO CE,Piquet Carneiro CE,16827,587.877,28.623334473027523
431,Piquete (SP),757,711,823,740,Piquete,SP,PIQUETE SP,Piquete SP,13742,175.996,78.08132003000068
815,Piracaia (SP),739,758,851,625,Piracaia,SP,PIRACAIA SP,Piracaia SP,27140,385.568,70.38965889285419
1298,Piracanjuba (GO),721,720,870,599,Piracanjuba,GO,PIRACANJUBA GO,Piracanjuba GO,24499,2380.732,10.290532491687433
3191,Piracema (MG),646,646,809,515,Piracema,MG,PIRACEMA MG,Piracema MG,6421,280.335,22.90473897301443
91,Piracicaba (SP),785,797,848,717,Piracicaba,SP,PIRACICABA SP,Piracicaba SP,460838,1880.31,245.0861825975504
4252,Piracuruca (PI),596,575,770,478,Piracuruca,PI,PIRACURUCA PI,Piracuruca PI,28703,2369.21,12.11500880040182
411,Piraju (SP),758,740,843,699,Piraju,SP,PIRAJU SP,Piraju SP,29741,504.591,58.940805523681554
1239,Pirajuba (MG),723,748,858,588,Pirajuba,MG,PIRAJUBA MG,Pirajuba MG,6044,337.98,17.882714953547545
579,Pirajuí (SP),749,734,853,672,Pirajuí,SP,PIRAJUI SP,Pirajuí SP,30791,915.393,33.636918787886735
4092,Pirambu (SE),603,558,764,515,Pirambu,SE,PIRAMBU SE,Pirambu SE,9199,208.715,44.07445559734566
4164,Piranga (MG),600,585,799,461,Piranga,MG,PIRANGA MG,Piranga MG,17618,658.812,26.7420751291719
448,Pirangi (SP),756,735,837,701,Pirangi,SP,PIRANGI SP,Pirangi SP,11362,215.809,52.64840669295535
4437,Piranhas (AL),589,563,786,462,Piranhas,AL,PIRANHAS AL,Piranhas AL,24891,410.112,60.693176498127336
1296,Piranhas (GO),721,699,848,631,Piranhas,GO,PIRANHAS GO,Piranhas GO,10501,2047.765,5.128029827641355
4732,Pirapemas (MA),576,501,741,514,Pirapemas,MA,PIRAPEMAS MA,Pirapemas MA,18527,688.761,26.89902593207223
2693,Pirapó (RS),669,656,824,553,Pirapó,RS,PIRAPO RS,Pirapó RS,2357,293.723,8.024567364489672
3683,Piraquê (TO),621,593,792,511,Piraquê,TO,PIRAQUE TO,Piraquê TO,3023,1367.61,2.210425486798137
38,Pirassununga (SP),801,789,884,736,Pirassununga,SP,PIRASSUNUNGA SP,Pirassununga SP,75930,727.118,104.42596662439934
2945,Piratini (RS),658,672,821,517,Piratini,RS,PIRATINI RS,Piratini RS,20621,3537.799,5.828765285987135
1689,Piraí (RJ),708,714,803,620,Piraí,RJ,PIRAI RJ,Piraí RJ,28999,490.255,59.15085006782185
5377,Piraí do Norte (BA),533,546,762,363,Piraí do Norte,BA,PIRAI DO NORTE BA,Piraí do Norte BA,10007,193.427,51.73527997642522
1675,Piraí do Sul (PR),708,702,816,619,Piraí do Sul,PR,PIRAI DO SUL PR,Piraí do Sul PR,25291,1403.066,18.025524102216146
2340,Piraúba (MG),684,673,843,564,Piraúba,MG,PIRAUBA MG,Piraúba MG,10816,144.289,74.96066921248328
2122,Pirenópolis (GO),693,678,813,604,Pirenópolis,GO,PIRENOPOLIS GO,Pirenópolis GO,24749,2205.01,11.223985378751117
4392,Pires Ferreira (CE),591,510,769,526,Pires Ferreira,CE,PIRES FERREIRA CE,Pires Ferreira CE,10853,243.099,44.6443629961456
674,Pires do Rio (GO),744,719,880,650,Pires do Rio,GO,PIRES DO RIO GO,Pires do Rio GO,36683,1759.041,20.85397668388628
3395,Piripiri (PI),635,621,775,533,Piripiri,PI,PIRIPIRI PI,Piripiri PI,63694,1409.25,45.197090651055525
4741,Piripá (BA),575,547,768,453,Piripá,BA,PIRIPA BA,Piripá BA,10952,511.756,21.400823830106532
4677,Piritiba (BA),578,566,760,449,Piritiba,BA,PIRITIBA BA,Piritiba BA,24538,980.328,25.030397989244417
4281,Pirpirituba (PB),595,566,745,499,Pirpirituba,PB,PIRPIRITUBA PB,Pirpirituba PB,10572,79.844,132.40819598216524
1841,Pitanga (PR),702,696,802,621,Pitanga,PR,PITANGA PR,Pitanga PR,30635,1663.747,18.413256342460723
1617,Pitangueiras (PR),710,670,842,634,Pitangueiras,PR,PITANGUEIRAS PR,Pitangueiras PR,3185,123.229,25.84618880296034
1229,Pitangueiras (SP),723,699,830,651,Pitangueiras,SP,PITANGUEIRAS SP,Pitangueiras SP,39349,430.638,91.37372921107752
1162,Pitangui (MG),725,711,870,617,Pitangui,MG,PITANGUI MG,Pitangui MG,33235,819.942,40.53335479826622
4846,Pitimbu (PB),570,538,753,456,Pitimbu,PB,PITIMBU PB,Pitimbu PB,18904,137.243,137.74108697711358
3125,Pium (TO),650,633,822,527,Pium,TO,PIUM TO,Pium TO,7564,10013.766,0.7553601711883422
870,Piumhi (MG),737,729,878,625,Piumhi,MG,PIUMHI MG,Piumhi MG,34456,902.468,38.17974709352576
4997,Piçarra (PA),563,561,792,402,Piçarra,PA,PICARRA PA,Piçarra PA,12983,3312.708,3.9191501333652106
2081,Piên (PR),694,677,802,616,Piên,PR,PIEN PR,Piên PR,12606,254.792,49.47565072686741
1111,Piúma (ES),727,702,852,643,Piúma,ES,PIUMA ES,Piúma ES,21363,74.046,288.50984523134264
5180,Placas (PA),552,541,770,404,Placas,PA,PLACAS PA,Placas PA,30293,7173.194,4.223083887038326
1765,Planaltina do Paraná (PR),705,682,795,646,Planaltina do Paraná,PR,PLANALTINA DO PARANA PR,Planaltina do Paraná PR,4254,356.192,11.9429970353068
4818,Planaltino (BA),572,573,708,462,Planaltino,BA,PLANALTINO BA,Planaltino BA,9272,955.356,9.705282638095118
546,Planalto Alegre (SC),751,731,881,659,Planalto Alegre,SC,PLANALTO ALEGRE SC,Planalto Alegre SC,2850,63.1,45.16640253565769
5063,Planalto (BA),560,557,738,428,Planalto,BA,PLANALTO BA,Planalto BA,26092,769.0,33.929778933680105
1721,Planalto (PR),706,704,786,636,Planalto,PR,PLANALTO PR,Planalto PR,13528,346.241,39.071051666324905
2274,Planalto (RS),687,674,807,597,Planalto,RS,PLANALTO RS,Planalto RS,10152,228.552,44.41877559592565
1345,Planalto (SP),719,683,853,639,Planalto,SP,PLANALTO SP,Planalto SP,5167,289.825,17.827999654964202
2994,Planalto da Serra (MT),656,615,813,565,Planalto da Serra,MT,PLANALTO DA SERRA MT,Planalto da Serra MT,2676,2442.452,1.0956203028759623
1344,Platina (SP),719,691,824,652,Platina,SP,PLATINA SP,Platina SP,3521,327.48,10.751801636741174
3655,Plácido de Castro (AC),622,593,786,517,Plácido de Castro,AC,PLACIDO DE CASTRO AC,Plácido de Castro AC,19565,1943.85,10.065077037837282
4389,Pocinhos (PB),591,556,779,477,Pocinhos,PB,POCINHOS PB,Pocinhos PB,18429,628.084,29.34161672642513
3071,Poconé (MT),652,643,806,534,Poconé,MT,POCONE MT,Poconé MT,32768,17025.406,1.9246530743525292
3569,Pocrane (MG),626,614,799,500,Pocrane,MG,POCRANE MG,Pocrane MG,8508,691.066,12.311414539277
2762,Pojuca (BA),666,645,819,559,Pojuca,BA,POJUCA BA,Pojuca BA,39045,314.933,123.97875103593464
274,Poloni (SP),766,736,853,717,Poloni,SP,POLONI SP,Poloni SP,6004,135.12,44.434576672587326
3409,Pombal (PB),634,629,787,515,Pombal,PB,POMBAL PB,Pombal PB,32749,889.493,36.81760283667212
4212,Pombos (PE),598,584,790,463,Pombos,PE,POMBOS PE,Pombos PE,27033,239.876,112.69572612516468
129,Pomerode (SC),780,780,886,687,Pomerode,SC,POMERODE SC,Pomerode SC,32874,214.299,153.40248904567918
87,Pompéia (SP),786,750,864,748,Pompéia,SP,POMPEIA SP,Pompéia SP,28438,1103.611,25.768137504972312
2198,Pompéu (MG),689,694,834,564,Pompéu,MG,POMPEU MG,Pompéu MG,31583,2551.074,12.380275915163574
463,Pongaí (SP),755,727,844,701,Pongaí,SP,PONGAI SP,Pongaí SP,3432,183.399,18.71329723717141
329,Ponta Grossa (PR),763,755,837,703,Ponta Grossa,PR,PONTA GROSSA PR,Ponta Grossa PR,371036,2704.412,137.19655141302437
1898,Ponta Porã (MS),701,708,812,598,Ponta Porã,MS,PONTA PORA MS,Ponta Pora MS,91082,5330.448,17.087119131450113
5009,Ponta de Pedras (PA),562,558,773,412,Ponta de Pedras,PA,PONTA DE PEDRAS PA,Ponta de Pedras PA,30608,3363.749,9.099370969712664
1188,Pontal (SP),725,718,838,633,Pontal,SP,PONTAL SP,Pontal SP,49047,356.371,137.62904388965433
2255,Pontalina (GO),687,710,835,547,Pontalina,GO,PONTALINA GO,Pontalina GO,17777,1436.954,12.371307641024
1854,Pontalinda (SP),702,677,847,604,Pontalinda,SP,PONTALINDA SP,Pontalinda SP,4580,209.525,21.858966710416414
1174,Pontão (RS),725,708,864,623,Pontão,RS,PONTAO RS,Pontao RS,3908,503.538,7.761082579666281
2601,Ponte Alta (SC),673,666,804,568,Ponte Alta,SC,PONTE ALTA SC,Ponte Alta SC,4714,569.154,8.282468365328189
4082,Ponte Alta do Bom Jesus (TO),603,589,820,455,Ponte Alta do Bom Jesus,TO,PONTE ALTA DO BOM JESUS TO,Ponte Alta do Bom Jesus TO,4601,1806.141,2.5474201626561825
2217,Ponte Alta do Norte (SC),689,661,819,605,Ponte Alta do Norte,SC,PONTE ALTA DO NORTE SC,Ponte Alta do Norte SC,3408,396.882,8.586935159568839
3622,Ponte Alta do Tocantins (TO),624,587,779,531,Ponte Alta do Tocantins,TO,PONTE ALTA DO TOCANTINS TO,Ponte Alta do Tocantins TO,7961,6491.125,1.226443798263013
2289,Ponte Branca (MT),686,684,806,585,Ponte Branca,MT,PONTE BRANCA MT,Ponte Branca MT,1602,686.687,2.332940626515428
1404,Ponte Nova (MG),717,714,848,608,Ponte Nova,MG,PONTE NOVA MG,Ponte Nova MG,64252,559.711,114.79495668300248
1184,Ponte Preta (RS),725,727,874,600,Ponte Preta,RS,PONTE PRETA RS,Ponte Preta RS,1572,99.504,15.798359864930053
2123,Ponte Serrada (SC),693,690,790,610,Ponte Serrada,SC,PONTE SERRADA SC,Ponte Serrada SC,11552,562.776,20.52681706398283
4026,Ponto Chique (MG),606,565,797,493,Ponto Chique,MG,PONTO CHIQUE MG,Ponto Chique MG,4237,602.799,7.028876955668474
4649,Ponto Novo (BA),580,539,762,475,Ponto Novo,BA,PONTO NOVO BA,Ponto Novo BA,15012,530.144,28.31683467133458
4255,Ponto dos Volantes (MG),595,564,781,478,Ponto dos Volantes,MG,PONTO DOS VOLANTES MG,Ponto dos Volantes MG,12061,1212.413,9.947930284482268
1493,Populina (SP),714,699,804,647,Populina,SP,POPULINA SP,Populina SP,4186,315.938,13.249435015730937
4622,Poranga (CE),581,527,746,500,Poranga,CE,PORANGA CE,Poranga CE,12334,1309.259,9.42059592487048
1838,Porangaba (SP),703,696,864,578,Porangaba,SP,PORANGABA SP,Porangaba SP,9779,265.689,36.80619069664156
1125,Porangatu (GO),727,709,845,642,Porangatu,GO,PORANGATU GO,Porangatu GO,45151,4820.527,9.366403299888166
2014,Porciúncula (RJ),697,698,802,606,Porciúncula,RJ,PORCIUNCULA RJ,Porciúncula RJ,18730,291.847,64.17746284868441
839,Porecatu (PR),738,728,834,661,Porecatu,PR,PORECATU PR,Porecatu PR,13084,291.663,44.85999252562032
3700,Portalegre (RN),621,581,754,547,Portalegre,RN,PORTALEGRE RN,Portalegre RN,7827,110.054,71.1196321805659
3667,Porteiras (CE),622,531,765,592,Porteiras,CE,PORTEIRAS CE,Porteiras CE,15047,217.58,69.15617244232006
3091,Porteirinha (MG),651,593,796,585,Porteirinha,MG,PORTEIRINHA MG,Porteirinha MG,37950,1749.683,21.68964320965569
5552,Portel (PA),483,513,767,286,Portel,PA,PORTEL PA,Portel PA,61126,25384.96,2.4079612494957643
3035,Portelândia (GO),654,680,803,513,Portelândia,GO,PORTELANDIA GO,Portelândia GO,4000,556.576,7.18679928706951
4739,Porto Acre (AC),576,593,771,418,Porto Acre,AC,PORTO ACRE AC,Porto Acre AC,18180,2604.885,6.979194858890123
31,Porto Alegre (RS),805,867,857,702,Porto Alegre,RS,PORTO ALEGRE RS,Porto Alegre RS,3955384,5791.354,682.9808711399786
2610,Porto Alegre do Norte (MT),673,647,803,587,Porto Alegre do Norte,MT,PORTO ALEGRE DO NORTE MT,Porto Alegre do Norte MT,12347,3972.255,3.108310015343929
4983,Porto Alegre do Piauí (PI),563,539,732,452,Porto Alegre do Piauí,PI,PORTO ALEGRE DO PIAUI PI,Porto Alegre do Piauí PI,2700,1169.441,2.308795398827303
3206,Porto Alegre do Tocantins (TO),645,586,785,584,Porto Alegre do Tocantins,TO,PORTO ALEGRE DO TOCANTINS TO,Porto Alegre do Tocantins TO,3108,501.862,6.192937500747217
1927,Porto Amazonas (PR),700,708,815,595,Porto Amazonas,PR,PORTO AMAZONAS PR,Porto Amazonas PR,4821,186.581,25.83864380617533
2232,Porto Barreiro (PR),688,676,821,588,Porto Barreiro,PR,PORTO BARREIRO PR,Porto Barreiro PR,3292,361.021,9.118583129513242
4501,Porto Calvo (AL),586,558,723,498,Porto Calvo,AL,PORTO CALVO AL,Porto Calvo AL,27079,313.23,86.450850812502
3081,Porto Esperidião (MT),652,666,795,523,Porto Esperidião,MT,PORTO ESPERIDIAO MT,Porto Esperidiao MT,11935,5810.977,2.053871491833473
4189,Porto Estrela (MT),599,571,804,467,Porto Estrela,MT,PORTO ESTRELA MT,Porto Estrela MT,3050,2057.327,1.4825061839950575
414,Porto Feliz (SP),758,737,836,706,Porto Feliz,SP,PORTO FELIZ SP,Porto Feliz SP,52785,556.706,94.81665367357276
535,Porto Ferreira (SP),751,736,827,696,Porto Ferreira,SP,PORTO FERREIRA SP,Porto Ferreira SP,55787,244.906,227.7894375801328
3418,Porto Firme (MG),634,615,804,516,Porto Firme,MG,PORTO FIRME MG,Porto Firme MG,11208,284.777,39.357111002644174
3303,Porto Grande (AP),640,610,777,554,Porto Grande,AP,PORTO GRANDE AP,Porto Grande AP,21484,4428.013,4.851837607522833
2120,Porto Lucena (RS),693,700,827,575,Porto Lucena,RS,PORTO LUCENA RS,Porto Lucena RS,4765,250.795,18.99958133136625
1985,Porto Mauá (RS),698,672,831,608,Porto Mauá,RS,PORTO MAUA RS,Porto Mauá RS,2397,105.811,22.6535993422234
2773,Porto Murtinho (MS),666,677,830,526,Porto Murtinho,MS,PORTO MURTINHO MS,Porto Murtinho MS,17078,17985.54,0.9495405753733276
772,Porto Nacional (TO),740,699,826,701,Porto Nacional,TO,PORTO NACIONAL TO,Porto Nacional TO,52700,4449.917,11.842917519585196
5218,Porto (PI),549,537,758,406,Porto,PI,PORTO PI,Porto PI,12526,253.21,49.46882034674776
5188,Porto Real do Colégio (AL),551,513,758,431,Porto Real do Colégio,AL,PORTO REAL DO COLEGIO AL,Porto Real do Colégio AL,20018,236.677,84.57940568792067
903,Porto Rico (PR),735,691,846,680,Porto Rico,PR,PORTO RICO PR,Porto Rico PR,2561,217.676,11.765192304158475
3799,Porto Rico do Maranhão (MA),615,538,772,561,Porto Rico do Maranhão,MA,PORTO RICO DO MARANHAO MA,Porto Rico do Maranhao MA,5995,248.629,24.112231477422185
2539,Porto Seguro (BA),676,673,801,572,Porto Seguro,BA,PORTO SEGURO BA,Porto Seguro BA,146625,2285.764,64.14704230182993
889,Porto Velho (RO),736,764,819,638,Porto Velho,RO,PORTO VELHO RO,Porto Velho RO,545514,40934.822,13.326404595090214
2181,Porto Vera Cruz (RS),690,661,827,600,Porto Vera Cruz,RS,PORTO VERA CRUZ RS,Porto Vera Cruz RS,1415,114.42,12.366719105051564
2328,Porto Vitória (PR),685,674,796,600,Porto Vitória,PR,PORTO VITORIA PR,Porto Vitória PR,4068,213.013,19.097425978696137
5382,Porto Walter (AC),532,521,726,397,Porto Walter,AC,PORTO WALTER AC,Porto Walter AC,11720,6443.83,1.818794102265268
1220,Porto Xavier (RS),723,687,876,628,Porto Xavier,RS,PORTO XAVIER RS,Porto Xavier RS,10301,281.929,36.53756796924048
4896,Porto da Folha (SE),568,537,739,462,Porto da Folha,SE,PORTO DA FOLHA SE,Porto da Folha SE,28497,876.674,32.50581173845694
5519,Porto de Moz (PA),503,512,770,322,Porto de Moz,PA,PORTO DE MOZ PA,Porto de Moz PA,40458,17423.017,2.3221007016178654
5320,Porto de Pedras (AL),541,542,769,379,Porto de Pedras,AL,PORTO DE PEDRAS AL,Porto de Pedras AL,7873,257.105,30.621730421423152
4405,Porto do Mangue (RN),590,558,732,504,Porto do Mangue,RN,PORTO DO MANGUE RN,Porto do Mangue RN,6765,368.767,18.344916980098542
2312,Porto dos Gaúchos (MT),685,703,815,561,Porto dos Gaúchos,MT,PORTO DOS GAUCHOS MT,Porto dos Gaúchos MT,5429,6862.118,0.7911551506400794
2942,Posse (GO),659,659,819,530,Posse,GO,POSSE GO,Posse GO,36375,2058.031,17.674660877314288
5022,Potengi (CE),562,529,759,441,Potengi,CE,POTENGI CE,Potengi CE,10986,338.727,32.43319841642385
3602,Potiraguá (BA),625,595,754,545,Potiraguá,BA,POTIRAGUA BA,Potiraguá BA,7549,1111.567,6.791313524061078
613,Potirendaba (SP),747,737,857,661,Potirendaba,SP,POTIRENDABA SP,Potirendaba SP,17201,342.492,50.22307090384593
4072,Potiretama (CE),604,544,754,538,Potiretama,CE,POTIRETAMA CE,Potiretama CE,6400,410.338,15.59689816687706
3623,Poté (MG),624,584,809,515,Poté,MG,POTE MG,Poté MG,16491,625.111,26.380914749540484
193,Pouso Alegre (MG),774,755,872,704,Pouso Alegre,MG,POUSO ALEGRE MG,Pouso Alegre MG,148862,542.797,274.24985768160104
1616,Pouso Alto (MG),710,736,847,573,Pouso Alto,MG,POUSO ALTO MG,Pouso Alto MG,8212,353.882,23.205475271418155
1473,Pouso Novo (RS),715,765,845,566,Pouso Novo,RS,POUSO NOVO RS,Pouso Novo RS,1668,105.571,15.79979350389785
