Municipio_mapa,UF,Município,Latitude,Longitude,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educação_2010,Pop_2018,Area,pop_por_area,VAR01,VAR02,VAR03,VAR04,VAR05,VAR06,VAR07,VAR08,VAR09,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,coef_microregioes,PIB_PerCapita
ABELARDO LUZ SC,SC,ABELARDO LUZ,-26.5705893,-52.3280339,696,684,852,578,17847,953.992,18.70770404783269,17847,953.992,604280,212531,78176,197092,78972,37508,5,Centro Local,4B,Centro de Zona B,,,,,,4,2.07554696139253,2.07554696139253,0.0,8,119.0,8.0,10.0,54.0,47.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,3248.58339701967,605.683333333333,4549.36666666667,816.833333333334,74.2333333333332,248.266666666666,296.516666666667,1965.3,0.0,22513.8,974.558044270735,-2642.900063686337,1300.7832696470005,-2431.750063686336,-3174.350063686337,-3000.316730353004,-2952.066730353003,-1283.28339701967,-3248.58339701967,19265.21660298033,-2274.025352748935,1,NÃO,42,44.21,53,22.84,33.525,8.0,1.0,1.0,0.0,0.0,1.0,,,7.0,6,3,2.3533366952429,91,5.08266309204647,7,297873.4594615,373193.1629992,365969.7475611,257864.129113567,0.5,33.85891186193758
ABRE CAMPO MG,MG,ABRE CAMPO,-20.295421,-42.480131,654,646,823,525,13465,470.551,28.61538919266987,13465,470.551,187904,43828,10449,72852,50664,10111,5,Centro Local,4B,Centro de Zona B,,,Centro de Zona,,,5,1.66275783168157,1.66275783168157,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,3509.26226051164,5015.33333333333,3589.28333333333,1754.65,183.366666666667,0.0,3559.13333333334,4749.41666666667,0.0,0.0,16241.439271783,1506.0710728216904,80.02107282169027,-1754.6122605116398,-3325.895593844973,-3509.26226051164,49.87107282170018,1240.1544061550298,-3509.26226051164,-3509.26226051164,12732.17701127136,0,NÃO,33,34.74,49,21.12,27.93,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,3,4.90159673226885,33,2.45280214062732,7,61623.5756605,21229.9586223333,40751.4587285,37962.1321113333,0.5,13.954994430003714
ABREULANDIA TO,TO,ABREULANDIA,-9.6221526,-49.1558343,665,700,835,502,2564,1895.212,1.3528829492426178,2564,1895.212,47378,20313,2108,6802,16521,1634,5,Centro Local,5,Centro Local,,,,,,5,,1.14612803567824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,358.272792022792,0.0,0.0,0.0,0.0,0.0,0.0,1201.83333333334,0.0,0.0,2380.89458689459,-358.272792022792,-358.272792022792,-358.272792022792,-358.272792022792,-358.272792022792,-358.272792022792,843.5605413105482,-358.272792022792,-358.272792022792,2022.6217948717976,0,NÃO,9,9.47,4,1.72,5.595,,,,,,,,,,6,5,0.0,6,2.32648313299729,7,0.0,0.0,0.0,0.0,0.5,18.478159126365053
ACAIACA MG,MG,ACAIACA,-20.3621646,-43.1444162,630,610,823,499,3994,101.886,39.20067526451132,3994,101.886,36424,3839,1892,11979,17696,1018,5,Centro Local,5,Centro Local,,,,,,5,,0.778151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,439.074074074074,0.0,0.0,0.0,0.0,0.0,317.833333333333,3896.33333333333,0.0,0.0,0.0,-439.074074074074,-439.074074074074,-439.074074074074,-439.074074074074,-439.074074074074,-121.24074074074105,3457.259259259256,-439.074074074074,-439.074074074074,-439.074074074074,0,NÃO,12,12.63,7,3.02,7.825,,,,,,,,,,6,5,0.0,9,2.25338007010516,7,0.0,0.0,0.0,0.0,0.5,9.119679519278918
ACAILANDIA MA,MA,ACAILANDIA,-4.9514278,-47.4844564,672,643,785,602,111757,5806.439,19.247080697825293,111757,5806.439,1999546,159854,488799,779837,364812,206244,3B,Centro Sub-Regional B,4A,Centro de Zona A,,,,,,3,3.07627625540422,2.47421626407626,0.602059991327962,7,298.0,27.0,54.0,114.0,103.0,7,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,69283.8962868982,97506.2933333333,86006.4366666666,92933.0166666666,21489.6633333333,17235.65,105506.017009485,103392.016666667,0.0,40502.6666666667,118330.256971769,28222.3970464351,16722.540379768398,23649.1203797684,-47794.2329535649,-52048.24628689821,36222.1207225868,34108.12037976879,-69283.8962868982,-28781.229620231505,49046.3606848708,0,NÃO,58,61.05,86,37.07,49.06,7.0,1.0,1.0,1.0,0.0,1.0,7.0,,7.0,6,3,1.88802491119125,307,2.73022366490284,5,463876.382877834,195698.301737333,490037.817933417,664256.668459343,1.5,17.89190833683796
ACAJUTIBA BA,BA,ACAJUTIBA,-11.6609659,-38.0186381,582,560,723,487,15129,181.475,83.36685493869679,15129,181.475,115158,23177,7023,33546,48143,3270,5,Centro Local,5,Centro Local,,,,,,5,,1.20411998265592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,1303.00668311066,589.099999999999,663.370000000001,0.0,0.0,0.0,0.0,2886.86666666667,0.0,0.0,7795.47214799589,-713.9066831106611,-639.6366831106591,-1303.00668311066,-1303.00668311066,-1303.00668311066,-1303.00668311066,1583.85998355601,-1303.00668311066,-1303.00668311066,6492.46546488523,1,NÃO,20,21.05,17,7.33,14.19,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,5,0.528785775662635,7,0.461771884688964,7,9782.03020766666,7235.16008093334,16729.8157473333,1968.21361733333,0.5,7.611739044219711
ACARA PA,PA,ACARA,-1.961388,-48.1987043,506,517,757,332,55513,4343.55,12.780559680445718,55513,4343.55,788416,441282,43934,97080,188941,17178,5,Centro Local,5,Centro Local,,,,,,5,1.5910646070265,1.5910646070265,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,2518.89333333333,0.0,6285.4,6332.73333333333,0.0,0.0,0.0,4190.26666666667,0.0,0.0,8380.53333333331,-2518.89333333333,3766.50666666667,3813.84,-2518.89333333333,-2518.89333333333,-2518.89333333333,1671.3733333333405,-2518.89333333333,-2518.89333333333,5861.639999999979,0,NÃO,27,28.42,14,6.03,17.225,8.0,0.0,1.0,0.0,0.0,0.0,,,,6,3,0.594455352800245,3,0.0539655699663615,6,15710.1284633333,31420.2569266666,242734.434985,158640.105231333,0.5,14.20236701313206
ACARAU CE,CE,ACARAU,-2.8869514,-40.1194713,601,554,758,517,62557,845.468,73.99097304688054,62557,845.468,580727,74353,94124,187458,188055,36737,5,Centro Local,4A,Centro de Zona A,,,Centro de Zona,,,4,2.60745502321467,2.13033376849501,0.477121254719662,8,135.0,14.0,30.0,47.0,44.0,7,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,22264.6003774352,15839.0666666666,28109.2,43179.0166666666,0.0,17653.1333333333,7816.43333333334,69671.2666666667,0.0,0.0,40377.8871076848,-6425.533710768599,5844.599622564801,20914.4162892314,-22264.6003774352,-4611.467044101901,-14448.16704410186,47406.66628923151,-22264.6003774352,-22264.6003774352,18113.2867302496,1,NÃO,43,45.26,36,15.52,30.39,8.0,1.0,1.0,0.0,0.0,1.0,7.0,,7.0,6,3,1.16693575459181,84,1.34097476093932,7,65467.06131285,60093.1046336,98360.9355951,46506.88604205,0.5,9.283165752833415
ACARI RN,RN,ACARI,-6.4364689,-36.6394777,679,633,779,634,11152,608.466,18.32805777151065,11152,608.466,108583,12580,9275,30356,50992,5380,5,Centro Local,5,Centro Local,,,Centro de Zona,4b,Centro local B,5,1.54406804435028,1.54406804435028,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,6194.75363619827,0.0,0.0,669.299999999999,0.0,0.0,4232.86666666666,4892.6,0.0,0.0,49982.3151013215,-6194.75363619827,-6194.75363619827,-5525.453636198271,-6194.75363619827,-6194.75363619827,-1961.8869695316096,-1302.15363619827,-6194.75363619827,-6194.75363619827,43787.56146512323,1,NÃO,24,25.26,19,8.19,16.725,,,,,,,,,,6,5,3.58680057388809,30,2.69396551724138,7,13511.741413425,4559.8433584,13208.23216035,15105.176714,0.5,9.736639167862267
ACAUA PI,PI,ACAUA,-8.219542,-41.083059,528,517,692,411,7065,1279.586,5.5213170509836775,7065,1279.586,42603,6047,1556,7052,25754,2193,5,Centro Local,5,Centro Local,,,,,,5,,0.778151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,1422.92220671977,0.0,0.0,0.0,0.0,0.0,8134.7,0.0,0.0,0.0,5909.82577090139,-1422.92220671977,-1422.92220671977,-1422.92220671977,-1422.92220671977,-1422.92220671977,6711.77779328023,-1422.92220671977,-1422.92220671977,-1422.92220671977,4486.90356418162,1,NÃO,11,11.58,7,3.02,7.3,,,,,,,,,,6,5,0.0,3,0.423489553924337,7,8650.0441418,8650.0441418,14913.86921,9992.2923707,0.5,6.030148619957537
ACOPIARA CE,CE,ACOPIARA,-6.0936464,-39.4543204,595,563,724,517,53931,2265.349,23.8069277625655,53931,2265.349,371701,35058,17009,137662,155450,26523,4B,Centro de Zona B,5,Centro Local,,,Centro de Zona,4b,Centro local B,4,2.19865708695442,1.89762709129044,0.301029995663981,8,79.0,10.0,27.0,21.0,21.0,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,11165.3179937497,8336.4,10598.75,2648.8,798.75,1121.8,26656.5423696014,5619.38333333334,0.0,8633.6,47239.1542345621,-2828.917993749701,-566.5679937497007,-8516.517993749701,-10366.5679937497,-10043.5179937497,15491.2243758517,-5545.934660416361,-11165.3179937497,-2531.7179937497003,36073.8362408124,0,NÃO,44,46.32,32,13.79,30.055,8.0,1.0,1.0,0.0,0.0,1.0,,,,6,3,1.89130555710074,31,0.571217984153307,7,59197.5315368333,45222.56592525,60049.415872625,47926.901658,2.0,6.892158498822569
ACORIZAL MT,MT,ACORIZAL,-15.2001544,-56.3668953,628,594,816,510,5424,1014.029,5.348959447905336,5424,1014.029,70837,9896,13184,13178,28666,5914,5,Centro Local,5,Centro Local,,,,,,5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,69.7166666666666,0.0,0.0,0.0,0.0,0.0,0.0,697.166666666666,0.0,0.0,0.0,-69.7166666666666,-69.7166666666666,-69.7166666666666,-69.7166666666666,-69.7166666666666,-69.7166666666666,627.4499999999994,-69.7166666666666,-69.7166666666666,-69.7166666666666,1,NÃO,13,13.68,8,3.45,8.565,,,,,,,,,,6,5,0.0,3,0.555658455269494,7,0.0,0.0,0.0,0.0,0.5,13.059918879056047
ACRELANDIA AC,AC,ACRELANDIA,-10.0759167,-67.0526898,604,584,808,466,15020,1807.948,8.307761063924405,15020,1807.948,227611,91144,14019,32080,85106,5262,5,Centro Local,5,Centro Local,,,,,,5,,1.38021124171161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,1358.15648148148,0.0,2934.75,1630.41666666667,0.0,2608.66666666666,2473.51666666667,0.0,0.0,0.0,3913.0,-1358.15648148148,1576.59351851852,272.26018518519004,-1358.15648148148,1250.5101851851805,1115.3601851851902,-1358.15648148148,-1358.15648148148,-1358.15648148148,2554.84351851852,0,NÃO,20,21.05,14,6.03,13.54,8.0,1.0,0.0,0.0,0.0,0.0,,,7.0,6,5,1.06524633821571,31,2.03198741478762,7,206409.426763,190228.97154,190228.97154,92272.043839,0.5,15.153861517976033
ACREUNA GO,GO,ACREUNA,-17.3959899,-50.3749031,686,710,822,553,22182,1565.997,14.164778093444625,22182,1565.997,614411,232884,47274,207423,86030,40799,5,Centro Local,5,Centro Local,,,,,,4,2.13353890837022,1.83250891270624,0.301029995663981,8,68.0,5.0,5.0,30.0,28.0,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,2500.23727834208,159.566666666666,0.0,319.133333333333,0.0,0.0,1403.37633944775,2058.15070801127,0.0,0.0,21062.1457359618,-2340.670611675414,-2500.23727834208,-2181.103945008748,-2500.23727834208,-2500.23727834208,-1096.86093889433,-442.08657033081,-2500.23727834208,-2500.23727834208,18561.90845761972,0,NÃO,39,41.05,43,18.53,29.79,8.0,0.0,1.0,1.0,0.0,1.0,,,7.0,6,5,3.2458750338112,73,3.26388267906644,6,446818.830037569,884819.899713547,479006.3629923,430817.148533553,0.5,27.69862951943017
ACU RN,RN,ACU,-5.5836157,-36.9139541,661,641,795,568,57644,1303.442,44.22444573674932,57644,1303.442,783644,19768,124289,324444,252219,62924,3B,Centro Sub-Regional B,3B,Centro Sub-Regional B,4.0,Médio,Centro de Zona,4a,Centro local A,3,3.21695720736109,2.31386722036915,0.903089986991944,7,206.0,26.0,59.0,63.0,58.0,5,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,51318.1906598048,69230.1333333333,81345.64,42769.49,2613.73333333333,112782.283333333,66185.37,58346.1166666667,0.0,0.0,24926.2069822685,17911.9426735285,30027.4493401952,-8548.700659804803,-48704.45732647147,61464.092673528205,14867.179340195196,7027.926006861897,-51318.1906598048,-51318.1906598048,-26391.9836775363,1,NÃO,56,58.95,71,30.6,44.775,8.0,1.0,1.0,0.0,0.0,1.0,6.0,,7.0,6,3,0.919436541530775,168,2.89570298360825,7,127921.758157525,101003.2057293,130860.580748025,53354.1705151833,1.5,13.594545833044203
ACUCENA MG,MG,ACUCENA,-19.073056,-42.546666,610,595,844,451,9575,815.422,11.742386150974587,9575,815.422,94656,17100,20186,18898,36509,1963,5,Centro Local,5,Centro Local,,,,,,5,1.25527250510331,1.25527250510331,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,677.589682363827,0.0,0.0,0.0,0.0,0.0,1998.52324271225,0.0,0.0,0.0,4777.37358092601,-677.589682363827,-677.589682363827,-677.589682363827,-677.589682363827,-677.589682363827,1320.933560348423,-677.589682363827,-677.589682363827,-677.589682363827,4099.783898562183,0,NÃO,16,16.84,13,5.6,11.22,,,,,,,,,,6,4,0.0,10,1.05596620908131,7,32840.164319,28191.55728,26429.58495,17619.7233,0.5,9.88574412532637
ADELANDIA GO,GO,ADELANDIA,-16.4155077,-50.1665834,702,664,836,622,2517,115.353,21.81997867415672,2517,115.353,31964,7943,2749,8462,11115,1695,5,Centro Local,5,Centro Local,,,,,,5,,0.778151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,10.095,0.0,0.0,0.0,0.0,0.0,0.0,100.95,0.0,0.0,0.0,-10.095,-10.095,-10.095,-10.095,-10.095,-10.095,90.855,-10.095,-10.095,-10.095,0,NÃO,11,11.58,8,3.45,7.515,,,,,,,,,,6,5,0.0,6,2.38473767885533,7,0.0,0.0,0.0,0.0,0.5,12.699245133094955
ADOLFO SP,SP,ADOLFO,-21.2356597,-49.6441918,730,710,844,648,3571,211.055,16.919760252066997,3571,211.055,86466,29090,6145,27722,21019,2490,5,Centro Local,5,Centro Local,,,,,,5,,1.27875360095283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,335.803655683925,0.0,0.0,0.0,0.0,0.0,414.4,955.7,0.0,0.0,1987.93655683925,-335.803655683925,-335.803655683925,-335.803655683925,-335.803655683925,-335.803655683925,78.59634431607498,619.8963443160751,-335.803655683925,-335.803655683925,1652.132901155325,0,NÃO,17,17.89,11,4.74,11.315,8.0,0.0,0.0,0.0,1.0,0.0,,,,6,5,0.0,21,5.89556428972487,7,0.0,0.0,0.0,0.0,0.5,24.21338560627275
ADUSTINA BA,BA,ADUSTINA,-10.5358875,-38.114479,546,526,718,432,16784,632.139,26.551122458826303,16784,632.139,101478,14280,4420,29092,49456,4230,5,Centro Local,5,Centro Local,,,,,,5,,1.07918124604762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,955.551111111111,343.866666666666,0.0,0.0,0.0,0.0,8727.1,0.0,0.0,0.0,0.0,-611.684444444445,-955.551111111111,-955.551111111111,-955.551111111111,-955.551111111111,7771.548888888889,-955.551111111111,-955.551111111111,-955.551111111111,-955.551111111111,1,NÃO,22,23.16,9,3.88,13.52,,,,,,,,,,6,4,1.13203050524309,12,0.704225352112676,7,43956.4561616667,6715.775209125,17856.9392807333,7865.846840375,0.5,6.046115347950429
AFOGADOS DA INGAZEIRA PE,PE,AFOGADOS DA INGAZEIRA,-7.7481283,-37.6346614,657,623,807,565,37111,377.696,98.25626959247649,37111,377.696,385649,7598,33313,180016,127393,37330,3B,Centro Sub-Regional B,3B,Centro Sub-Regional B,3.0,Médio para fraco,Centro de Zona,4b,Centro local B,3,2.74036268949424,2.04139268515822,0.698970004336019,8,110.0,15.0,17.0,39.0,39.0,6,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,46783.8246993537,32933.05,52792.5833333333,108230.383333333,24551.19,34204.11,43886.7766666667,109570.673333333,0.0,8336.44,45825.7805090192,-13850.7746993537,6008.758633979596,61446.55863397929,-22232.634699353704,-12579.714699353704,-2897.048032687002,62786.8486339793,-46783.8246993537,-38447.3846993537,-958.0441903345054,0,NÃO,46,48.42,55,23.71,36.065,8.0,1.0,1.0,0.0,0.0,1.0,7.0,,7.0,6,3,4.87726011155722,148,3.97219463753724,7,61960.2561294083,113646.736895442,61095.5133344833,43102.3941630666,1.5,10.391770634043814
AFONSO BEZERRA RN,RN,AFONSO BEZERRA,-5.4745,-36.57625071327935,585,560,713,502,11041,576.18,19.162414523239267,11041,576.18,84785,6021,3493,18878,53155,3238,5,Centro Local,5,Centro Local,,,,,,5,,1.20411998265592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,329.777777777778,226.0,1130.0,0.0,0.0,0.0,1612.0,0.0,0.0,0.0,0.0,-103.777777777778,800.222222222222,-329.777777777778,-329.777777777778,-329.777777777778,1282.222222222222,-329.777777777778,-329.777777777778,-329.777777777778,-329.777777777778,1,NÃO,18,18.95,11,4.74,11.845,,,,,,,,,,6,5,2.445430667512,2,0.181241504304486,7,0.0,0.0,0.0,0.0,0.5,7.679105153518703
AFONSO CLAUDIO ES,ES,AFONSO CLAUDIO,-20.077841,-41.12606,667,661,825,544,30720,941.188,32.63960016489798,30720,941.188,472477,103014,52082,167838,124251,25292,4B,Centro de Zona B,4B,Centro de Zona B,,,,,,4,2.22530928172586,1.92427928606188,0.301029995663981,8,84.0,10.0,12.0,32.0,30.0,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,5020.24226638008,9942.55,7973.71666666666,4218.81666666667,0.0,1096.1,5693.61666666667,10386.9333333333,0.0,3636.65,7254.03933046749,4922.307733619919,2953.47440028658,-801.4255997134096,-5020.24226638008,-3924.14226638008,673.3744002865906,5366.69106695322,-5020.24226638008,-1383.5922663800798,2233.79706408741,0,NÃO,40,42.11,42,18.1,30.105,8.0,1.0,0.0,0.0,0.0,1.0,,,7.0,6,3,1.92057291666667,113,3.69450075197803,7,128918.263680425,68034.706778125,138340.39266775,96772.985666,2.0,15.380110677083334
AFONSO CUNHA MA,MA,AFONSO CUNHA,-4.1326105,-43.3230026,529,471,725,434,6469,371.338,17.420786453312076,6469,371.338,35459,2461,1600,8463,21500,1434,5,Centro Local,5,Centro Local,,,,,,5,,0.301029995663981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,NÃO,5,5.26,4,1.72,3.49,,,,,,,,,,6,5,2.31875096614624,1,0.153280196198651,7,0.0,0.0,0.0,0.0,0.5,5.481372700571958
AFRANIO PE,PE,AFRANIO,-8.5198919,-41.0070197,588,542,761,493,19456,1490.594,13.0525146351052,19456,1490.594,150340,8158,6727,52943,72458,10053,5,Centro Local,5,Centro Local,,,,,,5,1.43136376415899,1.43136376415899,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,3615.64049095607,1248.93333333333,9538.2,611.1,0.0,0.0,12741.0,5976.03333333334,0.0,0.0,3127.67441860465,-2366.70715762274,5922.559509043931,-3004.5404909560702,-3615.64049095607,-3615.64049095607,9125.35950904393,2360.39284237727,-3615.64049095607,-3615.64049095607,-487.9660723514203,0,NÃO,22,23.16,15,6.47,14.815,8.0,1.0,0.0,0.0,0.0,0.0,,,7.0,6,3,2.31291118421053,1,0.0509294626941686,7,32595.378282,27860.118054,32595.378282,32595.378282,0.5,7.727179276315789
AFUA PA,PA,AFUA,-0.1535664,-50.3879223,489,485,774,311,38863,8338.438,4.660705038521603,38863,8338.438,315991,107967,17984,41202,139566,9272,5,Centro Local,5,Centro Local,,,,,,5,1.38021124171161,1.38021124171161,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,9741.44469987227,1956.83333333333,0.0,0.0,0.0,782.733333333333,41005.3666666667,31484.9166666667,0.0,0.0,12882.8189655173,-7784.61136653894,-9741.44469987227,-9741.44469987227,-9741.44469987227,-8958.711366538937,31263.921966794427,21743.47196679443,-9741.44469987227,-9741.44469987227,3141.374265645029,1,NÃO,8,8.42,7,3.02,5.72,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,5,0.771942464554975,1,0.0254984955887603,6,37013.5706705,31690.140174,67514.2787203333,47522.8948633333,0.5,8.13089571057304
AGRESTINA PE,PE,AGRESTINA,-8.4558021,-35.9442663,592,581,760,470,24702,200.581,123.15224273485524,24702,200.581,220690,20548,19201,75135,89128,16678,5,Centro Local,5,Centro Local,,,,,,5,1.49136169383427,1.49136169383427,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,3613.55738263133,0.0,0.0,5537.43333333334,801.366666666666,0.0,7851.69666666667,0.0,0.0,0.0,20155.1200575732,-3613.55738263133,-3613.55738263133,1923.87595070201,-2812.190715964664,-3613.55738263133,4238.13928403534,-3613.55738263133,-3613.55738263133,-3613.55738263133,16541.56267494187,1,NÃO,27,28.42,20,8.62,18.52,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,3,5.38417941867055,51,2.04942736588306,7,20918.9238618333,3619.9163625,24615.431265,28161.39754475,0.5,8.934094405311312
AGRICOLANDIA PI,PI,AGRICOLANDIA,-5.7967843,-42.6605131,599,550,742,526,5148,112.392,45.803971812940425,5148,112.392,29519,1981,1454,6406,18108,1571,5,Centro Local,5,Centro Local,,,,,,5,,0.903089986991944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,1261.82810362996,122.45,867.45,123.3,0.0,0.0,4650.41333333333,5698.29399926252,0.0,0.0,0.0,-1139.37810362996,-394.3781036299599,-1138.52810362996,-1261.82810362996,-1261.82810362996,3388.5852297033703,4436.46589563256,-1261.82810362996,-1261.82810362996,-1261.82810362996,1,NÃO,14,14.74,3,1.29,8.015,,,,,,,,,,6,5,2.91375291375291,0,0.0,7,0.0,0.0,0.0,0.0,0.5,5.734071484071484
AGROLANDIA SC,SC,AGROLANDIA,-27.4120688,-49.8294621,725,727,827,633,10711,206.914,51.76546777888398,10711,206.914,225802,36177,55228,75110,43982,15304,5,Centro Local,5,Centro Local,,,,,,5,,1.8750612633917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,807.696147893306,1760.7,1389.58666666667,961.117567716361,0.0,0.0,1901.48629478398,309.833333333333,0.0,0.0,1754.23761643273,953.003852106694,581.890518773364,153.42141982305498,-807.696147893306,-807.696147893306,1093.790146890674,-497.86281455997306,-807.696147893306,-807.696147893306,946.541468539424,1,NÃO,40,42.11,42,18.1,30.105,8.0,1.0,1.0,0.0,0.0,0.0,,,,6,5,1.96060125105032,173,15.9241531664212,7,28476.7889924417,4631.832101325,40800.5934262333,8075.3499274,0.5,21.08131827093642
AGUA AZUL DO NORTE PA,PA,AGUA AZUL DO NORTE,-6.8064885,-50.4849667,564,563,797,399,27241,7113.955,3.8292342304667377,27241,7113.955,432114,151260,91613,52043,88690,48509,5,Centro Local,5,Centro Local,,,,,,5,,1.41497334797082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,3745.87293523746,0.0,0.0,0.0,0.0,0.0,0.0,2624.7,0.0,0.0,34834.0293523746,-3745.87293523746,-3745.87293523746,-3745.87293523746,-3745.87293523746,-3745.87293523746,-3745.87293523746,-1121.17293523746,-3745.87293523746,-3745.87293523746,31088.15641713714,0,NÃO,18,18.95,15,6.47,12.71,8.0,0.0,0.0,0.0,0.0,0.0,,,,6,5,1.46837487610587,11,0.4010207801677,7,0.0,0.0,0.0,0.0,0.5,15.862633530340295
